shift_id,restaurant_id,employee_id,employee_name,role,shift_start,shift_end,actual_start,actual_end,hours_worked,hourly_rate,shift_earnings,orders_handled,tips_received,performance_rating,notes
SHIFT10376,crust-crumble-001,EMP037,Employee 48,CHEF,2025-10-03T18:00:00,2025-10-04T02:00:00,2025-10-03T17:50:00,2025-10-04T02:17:00,8.45,250,2112.5,33,0,5,Training new staff
SHIFT10377,crust-crumble-001,EMP003,Employee 43,SERVER,2025-10-22T14:00:00,2025-10-22T22:00:00,2025-10-22T14:02:00,2025-10-22T22:16:00,8.23,150,1235,61,274.82,3.6,Training new staff
SHIFT10378,bean-brew-001,EMP013,Employee 35,DELIVERY_MANAGER,2025-12-07T06:00:00,2025-12-07T14:00:00,2025-12-07T06:01:00,2025-12-07T14:11:00,8.17,180,1470,0,0,4.1,On time
SHIFT10379,burger-blvd-001,EMP070,Employee 51,KITCHEN_HELPER,2025-11-19T18:00:00,2025-11-20T02:00:00,2025-11-19T17:53:00,2025-11-20T02:00:00,8.12,130,1055.17,0,0,4.2,
SHIFT10380,burger-blvd-001,EMP091,Employee 22,SERVER,2025-10-12T18:00:00,2025-10-13T02:00:00,2025-10-12T17:58:00,2025-10-13T01:57:00,7.98,150,1197.5,39,456.05,3.6,
SHIFT10381,golden-spoon-001,EMP020,Employee 99,CHEF,2025-10-13T06:00:00,2025-10-13T14:00:00,2025-10-13T06:03:00,2025-10-13T14:00:00,7.95,250,1987.5,15,0,4.1,On time
SHIFT10382,noodle-nation-001,EMP021,Employee 2,DELIVERY_MANAGER,2025-11-07T14:00:00,2025-11-07T22:00:00,2025-11-07T13:52:00,2025-11-07T22:01:00,8.15,180,1467,0,0,3.8,
SHIFT10383,crust-crumble-001,EMP010,Employee 27,DELIVERY_MANAGER,2025-09-21T06:00:00,2025-09-21T14:00:00,2025-09-21T06:02:00,2025-09-21T13:55:00,7.88,180,1419,0,0,4.9,Training new staff
SHIFT10384,golden-spoon-001,EMP054,Employee 2,CASHIER,2025-09-29T06:00:00,2025-09-29T14:00:00,2025-09-29T05:54:00,2025-09-29T13:55:00,8.02,160,1282.67,0,0,4,Training new staff
SHIFT10385,burger-blvd-001,EMP064,Employee 21,DELIVERY_MANAGER,2025-09-26T06:00:00,2025-09-26T14:00:00,2025-09-26T06:06:00,2025-09-26T14:15:00,8.15,180,1467,0,0,4.6,On time
SHIFT10386,burger-blvd-001,EMP049,Employee 40,DELIVERY_MANAGER,2025-10-17T18:00:00,2025-10-18T02:00:00,2025-10-17T18:05:00,2025-10-18T02:15:00,8.17,180,1470,0,0,4.6,
SHIFT10387,noodle-nation-001,EMP095,Employee 48,KITCHEN_HELPER,2025-10-14T18:00:00,2025-10-15T02:00:00,2025-10-14T17:51:00,2025-10-15T02:03:00,8.2,130,1066,0,0,4.6,Handled rush hour well
SHIFT10388,noodle-nation-001,EMP034,Employee 87,BARISTA,2025-11-07T06:00:00,2025-11-07T14:00:00,2025-11-07T06:01:00,2025-11-07T14:02:00,8.02,200,1603.33,0,0,4.5,On time
SHIFT10389,golden-spoon-001,EMP067,Employee 1,DELIVERY_MANAGER,2025-09-11T18:00:00,2025-09-12T02:00:00,2025-09-11T17:56:00,2025-09-12T02:01:00,8.08,180,1455,0,0,4.1,
SHIFT10390,crust-crumble-001,EMP089,Employee 43,CASHIER,2025-11-10T18:00:00,2025-11-11T02:00:00,2025-11-10T17:51:00,2025-11-11T02:05:00,8.23,160,1317.33,0,0,4.1,On time
SHIFT10391,sweet-delights-001,EMP091,Employee 29,KITCHEN_HELPER,2025-10-17T06:00:00,2025-10-17T14:00:00,2025-10-17T05:52:00,2025-10-17T14:18:00,8.43,130,1096.33,0,0,5,Training new staff
SHIFT10392,burger-blvd-001,EMP047,Employee 51,KITCHEN_HELPER,2025-12-04T14:00:00,2025-12-04T22:00:00,2025-12-04T14:07:00,2025-12-04T21:53:00,7.77,130,1009.67,0,0,3.5,
SHIFT10393,noodle-nation-001,EMP010,Employee 29,SERVER,2025-10-23T18:00:00,2025-10-24T02:00:00,2025-10-23T18:07:00,2025-10-24T01:50:00,7.72,150,1157.5,25,483.13,4.7,Training new staff
SHIFT10394,burger-blvd-001,EMP045,Employee 91,CASHIER,2025-11-04T06:00:00,2025-11-04T14:00:00,2025-11-04T05:46:00,2025-11-04T13:55:00,8.15,160,1304,0,0,3.9,Training new staff
SHIFT10395,golden-spoon-001,EMP027,Employee 46,DELIVERY_MANAGER,2025-09-26T06:00:00,2025-09-26T14:00:00,2025-09-26T06:03:00,2025-09-26T14:18:00,8.25,180,1485,0,0,4.7,Handled rush hour well
SHIFT10396,bean-brew-001,EMP073,Employee 5,KITCHEN_HELPER,2025-10-13T18:00:00,2025-10-14T02:00:00,2025-10-13T18:06:00,2025-10-14T01:54:00,7.8,130,1014,0,0,4,Training new staff
SHIFT10397,crust-crumble-001,EMP051,Employee 81,CHEF,2025-12-03T18:00:00,2025-12-04T02:00:00,2025-12-03T18:09:00,2025-12-04T02:16:00,8.12,250,2029.17,55,0,3.6,
SHIFT10398,golden-spoon-001,EMP100,Employee 86,CHEF,2025-10-01T06:00:00,2025-10-01T14:00:00,2025-10-01T06:09:00,2025-10-01T14:07:00,7.97,250,1991.67,21,0,4.4,
SHIFT10399,bean-brew-001,EMP081,Employee 19,DELIVERY_MANAGER,2025-10-05T18:00:00,2025-10-06T02:00:00,2025-10-05T17:50:00,2025-10-06T02:03:00,8.22,180,1479,0,0,4.6,On time
SHIFT10400,golden-spoon-001,EMP059,Employee 99,KITCHEN_HELPER,2025-11-19T06:00:00,2025-11-19T14:00:00,2025-11-19T05:46:00,2025-11-19T14:13:00,8.45,130,1098.5,0,0,4.8,Training new staff
SHIFT10401,golden-spoon-001,EMP086,Employee 62,KITCHEN_HELPER,2025-11-21T18:00:00,2025-11-22T02:00:00,2025-11-21T18:05:00,2025-11-22T02:11:00,8.1,130,1053,0,0,3.5,Training new staff
SHIFT10402,golden-spoon-001,EMP089,Employee 62,CASHIER,2025-09-23T06:00:00,2025-09-23T14:00:00,2025-09-23T05:57:00,2025-09-23T14:18:00,8.35,160,1336,0,0,3.7,Training new staff
SHIFT10403,crust-crumble-001,EMP071,Employee 60,BARISTA,2025-09-17T18:00:00,2025-09-18T02:00:00,2025-09-17T18:04:00,2025-09-18T02:17:00,8.22,200,1643.33,0,0,3.9,On time
SHIFT10404,burger-blvd-001,EMP009,Employee 85,BARISTA,2025-09-25T18:00:00,2025-09-26T02:00:00,2025-09-25T17:55:00,2025-09-26T02:11:00,8.27,200,1653.33,0,0,3.9,
SHIFT10405,golden-spoon-001,EMP026,Employee 71,CHEF,2025-09-20T14:00:00,2025-09-20T22:00:00,2025-09-20T13:54:00,2025-09-20T21:51:00,7.95,250,1987.5,12,0,4.7,Training new staff
SHIFT10406,sweet-delights-001,EMP055,Employee 63,CHEF,2025-10-30T14:00:00,2025-10-30T22:00:00,2025-10-30T13:48:00,2025-10-30T22:17:00,8.48,250,2120.83,25,0,3.5,Training new staff
SHIFT10407,bean-brew-001,EMP040,Employee 26,CASHIER,2025-09-16T18:00:00,2025-09-17T02:00:00,2025-09-16T17:45:00,2025-09-17T02:17:00,8.53,160,1365.33,0,0,4.3,On time
SHIFT10408,sweet-delights-001,EMP024,Employee 91,SERVER,2025-11-17T14:00:00,2025-11-17T22:00:00,2025-11-17T13:52:00,2025-11-17T22:17:00,8.42,150,1262.5,32,384.48,3.6,Handled rush hour well
SHIFT10409,burger-blvd-001,EMP025,Employee 33,CASHIER,2025-12-07T18:00:00,2025-12-08T02:00:00,2025-12-07T17:56:00,2025-12-08T02:16:00,8.33,160,1333.33,0,0,4.1,Handled rush hour well
SHIFT10410,golden-spoon-001,EMP036,Employee 12,BARISTA,2025-10-25T14:00:00,2025-10-25T22:00:00,2025-10-25T14:01:00,2025-10-25T22:14:00,8.22,200,1643.33,0,0,5,
SHIFT10411,bean-brew-001,EMP025,Employee 65,CASHIER,2025-10-26T18:00:00,2025-10-27T02:00:00,2025-10-26T17:55:00,2025-10-27T02:17:00,8.37,160,1338.67,0,0,4.4,Training new staff
SHIFT10412,bean-brew-001,EMP069,Employee 59,BARISTA,2025-10-16T14:00:00,2025-10-16T22:00:00,2025-10-16T14:00:00,2025-10-16T22:13:00,8.22,200,1643.33,0,0,3.6,Handled rush hour well
SHIFT10413,noodle-nation-001,EMP020,Employee 22,BARISTA,2025-10-13T18:00:00,2025-10-14T02:00:00,2025-10-13T18:05:00,2025-10-14T02:16:00,8.18,200,1636.67,0,0,3.6,On time
SHIFT10414,burger-blvd-001,EMP092,Employee 2,CASHIER,2025-09-18T18:00:00,2025-09-19T02:00:00,2025-09-18T18:04:00,2025-09-19T02:20:00,8.27,160,1322.67,0,0,4.4,Training new staff
SHIFT10415,crust-crumble-001,EMP040,Employee 68,BARISTA,2025-11-14T06:00:00,2025-11-14T14:00:00,2025-11-14T05:58:00,2025-11-14T14:07:00,8.15,200,1630,0,0,4.5,
SHIFT10416,golden-spoon-001,EMP044,Employee 4,BARISTA,2025-09-17T06:00:00,2025-09-17T14:00:00,2025-09-17T06:02:00,2025-09-17T14:06:00,8.07,200,1613.33,0,0,4,On time
SHIFT10417,burger-blvd-001,EMP007,Employee 17,SERVER,2025-11-01T14:00:00,2025-11-01T22:00:00,2025-11-01T13:48:00,2025-11-01T22:14:00,8.43,150,1265,25,398.93,4.3,On time
SHIFT10418,crust-crumble-001,EMP091,Employee 2,KITCHEN_HELPER,2025-09-14T06:00:00,2025-09-14T14:00:00,2025-09-14T06:09:00,2025-09-14T14:03:00,7.9,130,1027,0,0,3.6,On time
SHIFT10419,sweet-delights-001,EMP022,Employee 42,CASHIER,2025-10-23T14:00:00,2025-10-23T22:00:00,2025-10-23T14:03:00,2025-10-23T21:55:00,7.87,160,1258.67,0,0,4.7,Training new staff
SHIFT10420,sweet-delights-001,EMP041,Employee 67,DELIVERY_MANAGER,2025-09-29T18:00:00,2025-09-30T02:00:00,2025-09-29T17:54:00,2025-09-30T02:11:00,8.28,180,1491,0,0,4.1,On time
SHIFT10421,sweet-delights-001,EMP078,Employee 35,DELIVERY_MANAGER,2025-09-30T18:00:00,2025-10-01T02:00:00,2025-09-30T17:45:00,2025-10-01T01:52:00,8.12,180,1461,0,0,3.7,
SHIFT10422,noodle-nation-001,EMP098,Employee 73,SERVER,2025-10-30T18:00:00,2025-10-31T02:00:00,2025-10-30T17:51:00,2025-10-31T01:58:00,8.12,150,1217.5,55,90.31,3.9,
SHIFT10423,noodle-nation-001,EMP070,Employee 36,BARISTA,2025-10-05T14:00:00,2025-10-05T22:00:00,2025-10-05T13:55:00,2025-10-05T22:11:00,8.27,200,1653.33,0,0,4,Training new staff
SHIFT10424,noodle-nation-001,EMP026,Employee 64,CASHIER,2025-09-19T18:00:00,2025-09-20T02:00:00,2025-09-19T18:08:00,2025-09-20T02:04:00,7.93,160,1269.33,0,0,3.9,Training new staff
SHIFT10425,burger-blvd-001,EMP035,Employee 83,CHEF,2025-12-04T14:00:00,2025-12-04T22:00:00,2025-12-04T14:00:00,2025-12-04T22:17:00,8.28,250,2070.83,58,0,3.9,Training new staff
SHIFT10426,burger-blvd-001,EMP045,Employee 96,SERVER,2025-10-22T14:00:00,2025-10-22T22:00:00,2025-10-22T13:54:00,2025-10-22T21:57:00,8.05,150,1207.5,50,106.3,4.2,
SHIFT10427,bean-brew-001,EMP095,Employee 89,KITCHEN_HELPER,2025-10-16T06:00:00,2025-10-16T14:00:00,2025-10-16T06:02:00,2025-10-16T14:19:00,8.28,130,1076.83,0,0,3.6,
SHIFT10428,burger-blvd-001,EMP014,Employee 42,CASHIER,2025-09-29T06:00:00,2025-09-29T14:00:00,2025-09-29T06:01:00,2025-09-29T14:00:00,7.98,160,1277.33,0,0,3.6,Training new staff
SHIFT10429,noodle-nation-001,EMP056,Employee 20,CASHIER,2025-11-30T14:00:00,2025-11-30T22:00:00,2025-11-30T14:09:00,2025-11-30T21:55:00,7.77,160,1242.67,0,0,5,On time
SHIFT10430,bean-brew-001,EMP056,Employee 57,CASHIER,2025-10-21T06:00:00,2025-10-21T14:00:00,2025-10-21T05:55:00,2025-10-21T13:54:00,7.98,160,1277.33,0,0,3.8,
SHIFT10431,burger-blvd-001,EMP047,Employee 41,CHEF,2025-10-27T18:00:00,2025-10-28T02:00:00,2025-10-27T17:58:00,2025-10-28T02:18:00,8.33,250,2083.33,53,0,4.8,Handled rush hour well
SHIFT10432,golden-spoon-001,EMP035,Employee 66,DELIVERY_MANAGER,2025-10-04T18:00:00,2025-10-05T02:00:00,2025-10-04T18:09:00,2025-10-05T02:19:00,8.17,180,1470,0,0,3.6,Training new staff
SHIFT10433,noodle-nation-001,EMP086,Employee 79,BARISTA,2025-11-03T14:00:00,2025-11-03T22:00:00,2025-11-03T14:02:00,2025-11-03T22:03:00,8.02,200,1603.33,0,0,4.1,On time
SHIFT10434,noodle-nation-001,EMP031,Employee 42,CHEF,2025-10-01T06:00:00,2025-10-01T14:00:00,2025-10-01T05:54:00,2025-10-01T13:58:00,8.07,250,2016.67,34,0,4.8,On time
SHIFT10435,burger-blvd-001,EMP075,Employee 50,BARISTA,2025-10-21T06:00:00,2025-10-21T14:00:00,2025-10-21T05:57:00,2025-10-21T14:04:00,8.12,200,1623.33,0,0,4,Handled rush hour well
SHIFT10436,crust-crumble-001,EMP098,Employee 6,DELIVERY_MANAGER,2025-10-19T14:00:00,2025-10-19T22:00:00,2025-10-19T14:00:00,2025-10-19T22:07:00,8.12,180,1461,0,0,4.9,Handled rush hour well
SHIFT10437,burger-blvd-001,EMP097,Employee 34,BARISTA,2025-09-23T06:00:00,2025-09-23T14:00:00,2025-09-23T05:47:00,2025-09-23T14:05:00,8.3,200,1660,0,0,5,Training new staff
SHIFT10438,crust-crumble-001,EMP096,Employee 87,DELIVERY_MANAGER,2025-11-08T18:00:00,2025-11-09T02:00:00,2025-11-08T18:07:00,2025-11-09T02:00:00,7.88,180,1419,0,0,4.6,On time
SHIFT10439,noodle-nation-001,EMP049,Employee 11,CHEF,2025-11-30T14:00:00,2025-11-30T22:00:00,2025-11-30T13:56:00,2025-11-30T21:58:00,8.03,250,2008.33,33,0,3.5,Handled rush hour well
SHIFT10440,burger-blvd-001,EMP059,Employee 10,KITCHEN_HELPER,2025-10-28T14:00:00,2025-10-28T22:00:00,2025-10-28T13:56:00,2025-10-28T21:55:00,7.98,130,1037.83,0,0,3.8,Training new staff
SHIFT10441,golden-spoon-001,EMP044,Employee 60,CHEF,2025-09-20T14:00:00,2025-09-20T22:00:00,2025-09-20T14:02:00,2025-09-20T21:50:00,7.8,250,1950,51,0,3.7,On time
SHIFT10442,noodle-nation-001,EMP060,Employee 67,KITCHEN_HELPER,2025-09-20T18:00:00,2025-09-21T02:00:00,2025-09-20T17:52:00,2025-09-21T02:12:00,8.33,130,1083.33,0,0,3.9,On time
SHIFT10443,sweet-delights-001,EMP015,Employee 32,BARISTA,2025-11-20T06:00:00,2025-11-20T14:00:00,2025-11-20T06:04:00,2025-11-20T14:15:00,8.18,200,1636.67,0,0,4.7,Handled rush hour well
SHIFT10444,bean-brew-001,EMP075,Employee 32,SERVER,2025-11-23T18:00:00,2025-11-24T02:00:00,2025-11-23T17:56:00,2025-11-24T02:16:00,8.33,150,1250,71,423.21,3.9,
SHIFT10445,burger-blvd-001,EMP010,Employee 68,BARISTA,2025-11-06T18:00:00,2025-11-07T02:00:00,2025-11-06T17:56:00,2025-11-07T02:13:00,8.28,200,1656.67,0,0,4.6,Handled rush hour well
SHIFT10446,crust-crumble-001,EMP093,Employee 54,BARISTA,2025-09-29T06:00:00,2025-09-29T14:00:00,2025-09-29T06:08:00,2025-09-29T13:51:00,7.72,200,1543.33,0,0,4.2,
SHIFT10447,noodle-nation-001,EMP005,Employee 80,SERVER,2025-11-27T06:00:00,2025-11-27T14:00:00,2025-11-27T05:56:00,2025-11-27T13:53:00,7.95,150,1192.5,48,70.25,4.6,Training new staff
SHIFT10448,crust-crumble-001,EMP056,Employee 2,CASHIER,2025-09-28T18:00:00,2025-09-29T02:00:00,2025-09-28T18:07:00,2025-09-29T02:07:00,8,160,1280,0,0,3.8,Training new staff
SHIFT10449,golden-spoon-001,EMP044,Employee 41,DELIVERY_MANAGER,2025-09-27T14:00:00,2025-09-27T22:00:00,2025-09-27T13:53:00,2025-09-27T22:15:00,8.37,180,1506,0,0,3.9,Handled rush hour well
SHIFT10450,burger-blvd-001,EMP052,Employee 99,BARISTA,2025-11-24T14:00:00,2025-11-24T22:00:00,2025-11-24T13:51:00,2025-11-24T21:53:00,8.03,200,1606.67,0,0,4.4,On time
SHIFT10451,golden-spoon-001,EMP005,Employee 42,CHEF,2025-09-23T18:00:00,2025-09-24T02:00:00,2025-09-23T17:51:00,2025-09-24T02:17:00,8.43,250,2108.33,64,0,4.6,Training new staff
SHIFT10452,sweet-delights-001,EMP018,Employee 2,CHEF,2025-11-16T06:00:00,2025-11-16T14:00:00,2025-11-16T05:56:00,2025-11-16T13:56:00,8,250,2000,23,0,4.1,Handled rush hour well
SHIFT10453,golden-spoon-001,EMP056,Employee 4,SERVER,2025-10-11T18:00:00,2025-10-12T02:00:00,2025-10-11T17:57:00,2025-10-12T02:05:00,8.13,150,1220,12,98.28,4.3,
SHIFT10454,bean-brew-001,EMP051,Employee 84,KITCHEN_HELPER,2025-11-02T14:00:00,2025-11-02T22:00:00,2025-11-02T14:10:00,2025-11-02T22:04:00,7.9,130,1027,0,0,4.3,
SHIFT10455,golden-spoon-001,EMP088,Employee 65,SERVER,2025-12-07T14:00:00,2025-12-07T22:00:00,2025-12-07T13:46:00,2025-12-07T22:11:00,8.42,150,1262.5,75,122.91,4.1,Training new staff
SHIFT10456,noodle-nation-001,EMP028,Employee 68,CASHIER,2025-11-15T06:00:00,2025-11-15T14:00:00,2025-11-15T06:09:00,2025-11-15T13:50:00,7.68,160,1229.33,0,0,3.7,Training new staff
SHIFT10457,golden-spoon-001,EMP079,Employee 95,SERVER,2025-11-10T14:00:00,2025-11-10T22:00:00,2025-11-10T13:51:00,2025-11-10T22:14:00,8.38,150,1257.5,77,342.65,3.5,Handled rush hour well
SHIFT10458,burger-blvd-001,EMP047,Employee 55,KITCHEN_HELPER,2025-11-14T18:00:00,2025-11-15T02:00:00,2025-11-14T18:00:00,2025-11-15T01:58:00,7.97,130,1035.67,0,0,3.9,On time
SHIFT10459,bean-brew-001,EMP092,Employee 62,CASHIER,2025-11-23T06:00:00,2025-11-23T14:00:00,2025-11-23T05:49:00,2025-11-23T14:19:00,8.5,160,1360,0,0,4,On time
SHIFT10460,golden-spoon-001,EMP060,Employee 63,KITCHEN_HELPER,2025-10-14T06:00:00,2025-10-14T14:00:00,2025-10-14T06:03:00,2025-10-14T14:05:00,8.03,130,1044.33,0,0,4.9,Handled rush hour well
SHIFT10461,golden-spoon-001,EMP079,Employee 59,SERVER,2025-10-23T14:00:00,2025-10-23T22:00:00,2025-10-23T13:46:00,2025-10-23T22:12:00,8.43,150,1265,62,330.92,4.4,Training new staff
SHIFT10462,noodle-nation-001,EMP069,Employee 13,CHEF,2025-10-14T06:00:00,2025-10-14T14:00:00,2025-10-14T06:00:00,2025-10-14T13:54:00,7.9,250,1975,14,0,3.8,On time
SHIFT10463,crust-crumble-001,EMP001,Employee 78,CHEF,2025-12-04T18:00:00,2025-12-05T02:00:00,2025-12-04T18:04:00,2025-12-05T02:03:00,7.98,250,1995.83,44,0,3.9,Handled rush hour well
SHIFT10464,crust-crumble-001,EMP062,Employee 60,DELIVERY_MANAGER,2025-11-04T06:00:00,2025-11-04T14:00:00,2025-11-04T05:56:00,2025-11-04T13:56:00,8,180,1440,0,0,4.9,On time
SHIFT10465,sweet-delights-001,EMP038,Employee 3,DELIVERY_MANAGER,2025-11-29T18:00:00,2025-11-30T02:00:00,2025-11-29T17:56:00,2025-11-30T02:00:00,8.07,180,1452,0,0,3.8,Handled rush hour well
SHIFT10466,burger-blvd-001,EMP098,Employee 49,KITCHEN_HELPER,2025-09-17T14:00:00,2025-09-17T22:00:00,2025-09-17T14:05:00,2025-09-17T22:05:00,8,130,1040,0,0,3.6,
SHIFT10467,noodle-nation-001,EMP060,Employee 94,CASHIER,2025-09-18T14:00:00,2025-09-18T22:00:00,2025-09-18T13:47:00,2025-09-18T22:07:00,8.33,160,1333.33,0,0,4.1,Handled rush hour well
SHIFT10468,noodle-nation-001,EMP092,Employee 25,CHEF,2025-09-20T06:00:00,2025-09-20T14:00:00,2025-09-20T06:02:00,2025-09-20T14:11:00,8.15,250,2037.5,49,0,5,On time
SHIFT10469,sweet-delights-001,EMP035,Employee 66,DELIVERY_MANAGER,2025-09-26T06:00:00,2025-09-26T14:00:00,2025-09-26T05:45:00,2025-09-26T13:57:00,8.2,180,1476,0,0,4,
SHIFT10470,sweet-delights-001,EMP047,Employee 91,BARISTA,2025-11-06T06:00:00,2025-11-06T14:00:00,2025-11-06T05:46:00,2025-11-06T13:52:00,8.1,200,1620,0,0,4.5,On time
SHIFT10471,bean-brew-001,EMP070,Employee 56,KITCHEN_HELPER,2025-10-10T06:00:00,2025-10-10T14:00:00,2025-10-10T06:05:00,2025-10-10T14:00:00,7.92,130,1029.17,0,0,3.8,Handled rush hour well
SHIFT10472,golden-spoon-001,EMP002,Employee 57,KITCHEN_HELPER,2025-10-23T14:00:00,2025-10-23T22:00:00,2025-10-23T14:04:00,2025-10-23T22:19:00,8.25,130,1072.5,0,0,4,Handled rush hour well
SHIFT10473,bean-brew-001,EMP084,Employee 85,DELIVERY_MANAGER,2025-09-24T06:00:00,2025-09-24T14:00:00,2025-09-24T05:57:00,2025-09-24T14:16:00,8.32,180,1497,0,0,4.3,Handled rush hour well
SHIFT10474,burger-blvd-001,EMP071,Employee 68,SERVER,2025-12-06T18:00:00,2025-12-07T02:00:00,2025-12-06T17:52:00,2025-12-07T02:04:00,8.2,150,1230,19,82.1,3.5,Training new staff
SHIFT10475,burger-blvd-001,EMP029,Employee 33,BARISTA,2025-10-02T06:00:00,2025-10-02T14:00:00,2025-10-02T05:55:00,2025-10-02T13:56:00,8.02,200,1603.33,0,0,4.2,Training new staff
SHIFT10476,golden-spoon-001,EMP085,Employee 80,CHEF,2025-09-21T06:00:00,2025-09-21T14:00:00,2025-09-21T06:01:00,2025-09-21T14:00:00,7.98,250,1995.83,30,0,4.4,Training new staff
SHIFT10477,crust-crumble-001,EMP050,Employee 74,CASHIER,2025-10-02T06:00:00,2025-10-02T14:00:00,2025-10-02T06:03:00,2025-10-02T14:05:00,8.03,160,1285.33,0,0,3.6,Handled rush hour well
SHIFT10478,crust-crumble-001,EMP098,Employee 49,CASHIER,2025-10-20T18:00:00,2025-10-21T02:00:00,2025-10-20T17:56:00,2025-10-21T01:51:00,7.92,160,1266.67,0,0,4.1,
SHIFT10479,burger-blvd-001,EMP029,Employee 34,SERVER,2025-11-02T06:00:00,2025-11-02T14:00:00,2025-11-02T06:05:00,2025-11-02T14:12:00,8.12,150,1217.5,23,353.28,4.2,Handled rush hour well
SHIFT10480,noodle-nation-001,EMP019,Employee 84,DELIVERY_MANAGER,2025-09-23T14:00:00,2025-09-23T22:00:00,2025-09-23T13:48:00,2025-09-23T22:04:00,8.27,180,1488,0,0,3.8,
SHIFT10481,bean-brew-001,EMP001,Employee 61,CHEF,2025-11-03T14:00:00,2025-11-03T22:00:00,2025-11-03T14:06:00,2025-11-03T22:05:00,7.98,250,1995.83,69,0,3.7,Training new staff
SHIFT10482,golden-spoon-001,EMP035,Employee 74,KITCHEN_HELPER,2025-11-17T14:00:00,2025-11-17T22:00:00,2025-11-17T14:10:00,2025-11-17T22:07:00,7.95,130,1033.5,0,0,4,Handled rush hour well
SHIFT10483,bean-brew-001,EMP028,Employee 87,DELIVERY_MANAGER,2025-10-27T06:00:00,2025-10-27T14:00:00,2025-10-27T05:57:00,2025-10-27T14:11:00,8.23,180,1482,0,0,3.5,Handled rush hour well
SHIFT10484,golden-spoon-001,EMP047,Employee 38,CASHIER,2025-10-19T06:00:00,2025-10-19T14:00:00,2025-10-19T05:51:00,2025-10-19T13:54:00,8.05,160,1288,0,0,3.8,Training new staff
SHIFT10485,sweet-delights-001,EMP094,Employee 71,CASHIER,2025-10-24T06:00:00,2025-10-24T14:00:00,2025-10-24T05:53:00,2025-10-24T13:56:00,8.05,160,1288,0,0,3.7,Handled rush hour well
SHIFT10486,sweet-delights-001,EMP062,Employee 49,DELIVERY_MANAGER,2025-10-12T18:00:00,2025-10-13T02:00:00,2025-10-12T17:56:00,2025-10-13T02:00:00,8.07,180,1452,0,0,5,On time
SHIFT10487,bean-brew-001,EMP065,Employee 62,KITCHEN_HELPER,2025-11-28T18:00:00,2025-11-29T02:00:00,2025-11-28T17:53:00,2025-11-29T01:50:00,7.95,130,1033.5,0,0,4.3,
SHIFT10488,noodle-nation-001,EMP087,Employee 25,KITCHEN_HELPER,2025-12-03T06:00:00,2025-12-03T14:00:00,2025-12-03T06:07:00,2025-12-03T14:08:00,8.02,130,1042.17,0,0,4.1,Training new staff
SHIFT10489,noodle-nation-001,EMP006,Employee 38,KITCHEN_HELPER,2025-11-26T06:00:00,2025-11-26T14:00:00,2025-11-26T05:48:00,2025-11-26T13:54:00,8.1,130,1053,0,0,4.3,Handled rush hour well
SHIFT10490,bean-brew-001,EMP064,Employee 52,CASHIER,2025-11-17T06:00:00,2025-11-17T14:00:00,2025-11-17T06:04:00,2025-11-17T14:16:00,8.2,160,1312,0,0,4.3,On time
SHIFT10491,noodle-nation-001,EMP052,Employee 8,SERVER,2025-11-07T14:00:00,2025-11-07T22:00:00,2025-11-07T13:52:00,2025-11-07T22:11:00,8.32,150,1247.5,39,390.45,4.4,Training new staff
SHIFT10492,noodle-nation-001,EMP095,Employee 24,DELIVERY_MANAGER,2025-10-15T18:00:00,2025-10-16T02:00:00,2025-10-15T17:47:00,2025-10-16T02:05:00,8.3,180,1494,0,0,4.5,Training new staff
SHIFT10493,golden-spoon-001,EMP064,Employee 20,BARISTA,2025-10-07T14:00:00,2025-10-07T22:00:00,2025-10-07T13:56:00,2025-10-07T21:58:00,8.03,200,1606.67,0,0,3.6,
SHIFT10494,sweet-delights-001,EMP009,Employee 4,CHEF,2025-09-24T14:00:00,2025-09-24T22:00:00,2025-09-24T14:03:00,2025-09-24T22:02:00,7.98,250,1995.83,36,0,4.4,Training new staff
SHIFT10495,burger-blvd-001,EMP012,Employee 45,DELIVERY_MANAGER,2025-09-30T18:00:00,2025-10-01T02:00:00,2025-09-30T17:57:00,2025-10-01T02:10:00,8.22,180,1479,0,0,4.8,
SHIFT10496,golden-spoon-001,EMP085,Employee 61,DELIVERY_MANAGER,2025-09-28T18:00:00,2025-09-29T02:00:00,2025-09-28T17:58:00,2025-09-29T02:00:00,8.03,180,1446,0,0,4.9,Handled rush hour well
SHIFT10497,burger-blvd-001,EMP023,Employee 21,DELIVERY_MANAGER,2025-10-04T06:00:00,2025-10-04T14:00:00,2025-10-04T06:08:00,2025-10-04T13:57:00,7.82,180,1407,0,0,4.1,
SHIFT10498,burger-blvd-001,EMP028,Employee 63,CHEF,2025-10-04T18:00:00,2025-10-05T02:00:00,2025-10-04T18:03:00,2025-10-05T01:58:00,7.92,250,1979.17,37,0,4.5,On time
SHIFT10499,crust-crumble-001,EMP092,Employee 35,SERVER,2025-11-20T18:00:00,2025-11-21T02:00:00,2025-11-20T17:49:00,2025-11-21T02:20:00,8.52,150,1277.5,11,240.3,3.7,Handled rush hour well
SHIFT10500,burger-blvd-001,EMP070,Employee 19,CHEF,2025-09-24T14:00:00,2025-09-24T22:00:00,2025-09-24T13:53:00,2025-09-24T22:16:00,8.38,250,2095.83,54,0,4.9,On time
